id,alpha,beta,gamma,H,theta,expected_loss,unexpected_loss1,unexpected_loss2
110,0.034390168892016515,0.7415253531692192,0.0022122331422659383,0.6912624144770252,0.14913523669299358,1167863121.749022,2902271465.30953,4240589531.4354105
111,0.03945365568723847,3.845367290100257,0.0033998821810822264,0.49894701071600567,0.20675746290263355,1548575559.2053583,4896410564.691692,6055038166.454393
112,0.02270238388073917,2.2576813939819926,0.009695271757968308,0.6092825070105319,0.008724556924875643,1391506036.1994164,4351482660.283176,5498115239.247656
113,0.07323227021230105,1.6810724506922143,0.011954084877796794,0.7192239961971378,0.044538877136901224,1282455527.3621445,3764021655.3461275,5071285690.341144
114,0.0018550869165066992,0.001,0.0020485080202936705,0.42527785920900885,0.21020490570464537,1054039924.903922,1803720747.7641711,2464971677.123373
115,0.025157288170573316,2.068763705482999,0.001,0.001,0.20518852523244135,1017875379.2741543,1397836768.1703153,1622511197.8457727
116,0.026442570395887953,0.6661624668954376,0.006070422971060121,0.47926584865007077,0.13278184348185967,1121397387.1946793,2474789524.508306,3565421546.38315
117,0.001,3.0859970755806403,0.0011880106348978532,0.31884782596131594,0.20233804497526142,1269473197.4657857,3656336058.863613,4881646809.749854
118,0.030607902412055764,3.3967542350174433,0.011996754377492756,0.5770635089897727,0.07487210745381945,1595548587.8071663,5221943648.330059,6232998735.082329
119,0.029843418917661395,0.040133677569953674,0.01021718370845696,0.07289059277517215,0.07461034571278101,1032276179.1218488,1441215204.8973098,1714995632.5659556
120,0.01843324757134471,2.162675326384071,0.0006571750585643715,0.001,0.15581901318688224,1030340937.7748272,1445937417.9363341,1718665948.6690857
121,0.030320688766622503,1.031220289392748,0.001,0.5086014389494095,0.08423759362400088,1156897125.9860258,2756846867.359084,4035234014.909643
122,0.028402582374398088,2.5376829435037798,0.0025593785990856307,0.5487807305539039,0.10250720189509967,1522356386.4369326,4768839235.154359,6131013847.774952
123,0.017242337977309008,1.9935800871679459,0.012358645983150889,0.001,0.29515123023016576,1032144100.5753626,1415835431.758226,1614239730.6121318
124,0.001,0.6943796794579141,0.005385017397172224,0.4631719455572418,0.20428735796878206,1066893960.1225064,2180748443.0627756,3540335367.6517363
125,0.001,1.6019962074974774,0.012466488411645622,0.2989774430005092,0.18146359712280766,1111407659.8895354,2251793092.8985043,3193562271.1384745
126,0.015185599746859558,0.7425281151193751,0.011445100909497227,0.27111672609422904,0.1448008428930092,1044228236.8300698,1793922510.0922499,2545916052.9150043
127,0.02252925702101167,1.98632751952089,0.011478434648902957,0.1401856294236127,0.2768045007733637,1038516467.4327749,1668054729.574833,2062592208.2911625
128,0.032308831284885084,0.4427434901229583,0.0028292341531610653,0.2551023425258033,0.15346286069167986,1016606328.1595296,1589125030.8228137,2045284343.0164375
129,0.023381868509123504,0.001,0.008128264012216413,0.2703389989024432,0.001,1029282418.9206958,1574339994.5714016,1900412619.531021
130,0.001,1.1407207512709658,0.001,0.23287445605262538,0.23625016720502512,1054874110.3775755,1832141419.5508416,2604512037.0056343
131,0.028388027775484506,2.7183295281128084,0.001,0.1779169076393765,0.11806227573485176,1084510949.6787171,2012997902.618329,2874229735.979343
132,0.001,1.505238051115395,0.00822509777872113,0.35006666405384185,0.27360938553704867,1134939684.069091,2457867518.6973534,3951848060.406853
133,0.019874492573877828,0.7839036885990817,0.005151645178266591,0.11794997841490398,0.1803071055626964,1036792700.5236582,1535817341.9100184,1857234791.1917648
134,0.018711402698476244,0.001,0.004793683621736442,0.37798260565830005,0.001,1036012803.6196201,1696191126.8215303,2098958030.832457
135,0.015353286882664506,2.5667033349391772,0.012002392165725694,0.001,0.07866418113751313,1025330752.2215626,1395973713.4804153,1620758244.1166153
136,0.016896558907967367,1.4865831838585666,0.001,0.2242716741609544,0.15344258450277687,1074226187.020961,1922156629.6427333,2556590397.069909
137,0.046239790714354606,2.8062656305115117,0.006149412415495389,0.001,0.09053613124135702,1020764763.0526179,1436760393.2434697,1601631850.896645
138,0.04242937895142802,1.2488596029145687,0.00037992065200244656,0.20762139287001147,0.06034086680657056,1066042588.5055077,1850096587.3433857,2321374375.17029
139,0.03135850074940664,2.545111217871503,0.0037017624802055766,0.001,0.22970230609708756,1024245310.7954859,1430487089.139751,1592306175.1464272
140,0.004898930347404538,0.001,0.0037040140396251307,0.001,0.21858924431404858,1020889756.7297746,1398772942.670209,1656992353.4790025
141,0.030834825358083094,0.4916992603006225,0.0040529608765045265,0.0034075249298679,0.001,1017678498.1720924,1423257108.72358,1629989349.411727
142,0.023544927544138908,1.7168085318862485,0.001,0.3675602618257835,0.21300016666269314,1136838389.601253,2592715579.1824107,4330339366.492449
143,0.024532616294130064,0.2778178151511619,0.006732088368929227,0.8395126833325535,0.22947279545207297,1138067516.977447,2633671053.658164,4053677151.540884
144,0.041798474040689336,1.9500488440154284,0.0035944375817248643,0.3831324364288211,0.16040655582685076,1207920591.6641746,2936053277.7987623,4377891646.328238
145,0.001,2.023070935538637,0.001,0.5698510516421937,0.20772254385688355,1357859272.7119105,4310817139.420601,5692787605.566528
146,0.023729481881282356,1.8685869148758276,0.003071815791030631,0.16174244169403235,0.1349024346312083,1053413700.3095368,1750938823.1621957,2173624957.2664576
147,0.05576944268846891,1.7634684634271394,0.01356052640364062,0.001,0.13334462064295993,1035142808.5932356,1413929519.0996027,1587578173.129396
148,0.001,4.723548384815144,0.001,0.001,0.1280011105338141,1039251258.1350507,1439574591.967941,1658897019.9978123
149,0.020964738031756247,2.815259718316991,0.001,0.5829606448106037,0.21165145593960552,1501364826.886372,4897823784.6754875,6091202998.47844
150,0.0614382151763533,0.001,0.001,0.001,0.12652155943376397,1031820888.2716684,1417477308.9835484,1698171849.4600072
151,0.013224980572708978,3.688824267394531,0.005350534480428058,0.18631066498979715,0.001,1099146575.458022,2304458423.4476533,3201771461.6703796
152,0.05700653353751908,0.7164577612864196,0.008759722566717424,0.28616452822100796,0.21252686024457146,1030882400.6206422,1687385145.9923353,2351931965.9217525
153,0.046728794420345776,1.895795972675692,0.005230346525262327,0.5652711187243594,0.18185231096359147,1294402977.3232462,3906950807.7198925,5216391846.823162
154,0.0014488002552139369,0.5896592521778622,0.001,0.2995546808459552,0.14687920294267168,1050471841.9432362,1778501857.6019354,2362249479.8787394
155,0.002740708029136129,0.8687881731301932,0.001779175483952037,0.001,0.001,1021049629.9265065,1422842224.2513628,1628308933.0624313
156,0.001,0.9609006037767125,0.004897582060731096,0.6484247793484785,0.05948023151305408,1205049121.5512311,3078547702.1029687,4560268564.755571
157,0.022576385828260007,1.2893550990548737,0.001,0.001,0.20368415555399436,1034904131.8916594,1434673388.8492274,1605003623.6206799
158,0.02591170670056971,2.8293001403072204,0.0014002133115068672,0.48645481379891276,0.021536833688996213,1433605775.3555813,4385111268.138259,5916424619.871414
159,0.05597442893487753,0.8922743133457738,0.007914799990335484,0.001,0.18855391742308922,1014242460.63288,1401643128.5336556,1635465429.507772
160,0.0021333689045889073,0.4075232891215079,0.001,0.07664490877114077,0.0734720664806169,1043892154.0241268,1491528233.9027576,1763097160.638244
161,0.001,0.2810381192945961,0.007053611555899789,0.001,0.25849136883144297,1024644872.9482155,1421303428.2932477,1753562831.4882438
162,0.0022531403481395075,0.001,0.004563720375496102,0.48774769189464895,0.1852950006690673,1073431548.1833361,1865569714.6567218,2382281569.823121
163,0.0141351869561268,0.001,0.001,0.001,0.18314436140850193,1029393450.8280009,1403217246.510338,1727979559.426351
164,0.025129213993549816,3.2636981192637617,0.004077487457944513,0.37039897319462345,0.23376998166831828,1360465849.5706081,3973550801.4146357,5229831895.906914
165,0.03098765424152777,2.776025130066645,0.004631945646366607,0.7227847330684525,0.029661566700517464,1662614439.9315064,5237213007.931652,6190012174.156534
166,0.001,1.251958060252405,0.0016829895077178124,0.6415680171679274,0.001,1292229911.257538,3512912824.272817,4740696390.1938305
167,0.01683466368319212,0.001,0.001,0.7087299318098862,0.19810611972153375,1078157070.6718853,2128293512.5880048,2883190523.4688826
168,0.006903572800490084,5.909249836076621,0.013524031916394313,0.4825851845156979,0.03397681490046635,2216494261.9454374,6301086808.1505165,6910776087.964606
169,0.02212533884368932,0.001,0.0015361390366014005,0.010199471443970376,0.32803676888805433,1016177786.6302717,1416885063.7027411,1708491321.1331117
170,0.011975440418913354,0.8424375855450408,0.0007526517327561336,0.30370379518836904,0.04289420383657379,1056759589.8114688,1919530376.832029,2721831503.8262525
171,0.03618748392772915,0.13849240408413244,0.0036728409516401817,0.001,0.09220980463747676,1030217022.2364486,1433167721.400178,1605779706.0967655
172,0.0457063196004021,0.6200968260733238,0.002408652086540686,0.015320665604460382,0.022455410829135533,1009446897.3001813,1375600389.3792272,1651041805.4904687
173,0.02947480869046501,0.5637555473462579,0.007453796785098777,0.3287591804465937,0.23265705901168857,1063629179.9462818,1836842187.025129,2394069935.6698875
174,0.008578576058465133,0.001,0.0009866137486114132,0.001,0.001,1029674859.1321785,1468227844.4810503,1669099556.83
175,0.04251487525034514,2.346758348096806,0.007691581090621064,0.15326413233337835,0.0944830306551093,1043491473.075291,1725182360.9660661,2117500831.5064716
176,0.03502698376751241,1.1798379995774733,0.0060282243130861295,0.23158058136871362,0.16424583154606276,1030937129.9013501,1768917176.1102414,2316299007.3458138
177,0.021512518658258414,3.0213941287997352,0.0031123865396810555,0.307665427800829,0.2118467547718321,1199958817.3699234,2861532104.7861066,4369885250.290882
178,0.040977574185592794,2.22540918947544,0.012308188512436742,0.3674267340487074,0.03411519192976824,1229007289.80089,3111645238.7770596,4499998339.766796
179,0.015034530438444445,2.00752659038982,0.005154203579119131,0.16941653109465557,0.001,1052058239.6911803,1802898582.8694313,2411180977.990156
180,0.001,0.001,0.011872750985038684,0.001,0.001,1032608652.2351447,1408854856.689817,1741799232.3517685
181,0.019736891140970377,0.9102570887139496,0.01097602001718219,0.001,0.20908657007152553,1024817306.9390855,1391030625.1916022,1618804010.0073225
182,0.004446486120549566,2.3362117376578064,0.00032131698170338816,0.4621361688205906,0.05825754349432921,1335499181.015721,3987533076.583926,5391701553.537287
183,0.001,3.4814943451111438,0.00832162727882114,0.643254006013775,0.2800008296170071,1836208900.614405,5755805052.989279,6591807683.3379345
184,0.03373803818003549,0.5895890810934554,0.001,0.756207336766954,0.21374999789962645,1171293399.814587,2948383265.5195622,4633490692.624233
185,0.011655866042401153,0.001,0.0006992557189445534,0.7658909006268181,0.1544257261485922,1107822587.004444,2381895792.0122347,3081552552.7128344
186,0.049620461660541196,2.062006232157582,0.003977471369516826,0.001,0.0784739434267982,1031271327.4580942,1454242720.5036137,1744087374.1720753
187,0.001,3.6531930517329174,0.0017161557221718289,0.001,0.059139973167218564,1019746130.2509055,1398652388.5843754,1582310443.1510735
188,0.001,0.001,0.011561238295581453,0.21409233553063295,0.12067465611912383,1032729003.5711633,1536568343.7160926,1825498138.0861387
189,0.009822349275531479,2.9472658851277025,0.001,0.6218662370234334,0.022177717144085965,1617240496.9178216,5131957298.944719,6306209170.564941
190,0.048405357791308154,2.1980294263817486,0.008442876827379962,0.001,0.014185811003272916,1028157748.7228056,1426608233.67863,1614716407.3947792
191,0.05304638011443384,5.3956377123232,0.011703825678560858,0.5193000855623231,0.10805958585916567,1889339774.9276342,5681416864.197486,6531940916.4933815
192,0.014631371386012313,0.001,0.009958790101481629,0.029085121521911173,0.003993321867896277,1022854287.3166525,1410020029.231254,1669027358.9355314
193,0.04224339866727579,1.857581857829584,0.011353491826770888,0.05020984141406479,0.09699314270538698,1030671104.5338293,1449243414.2876477,1655711698.0431392
194,0.028512006935592596,2.6398197815862208,0.008512297754938225,0.001,0.007332791387891571,1028252270.2396983,1404771034.4489965,1671948648.2613816
195,0.08050817785461868,3.412718777628248,0.004852033464879015,0.05538777126167216,0.2570650314847638,1023788100.5098553,1440340899.7378144,1656108457.518808
196,0.03963972609462128,1.590120660182842,0.001,0.5329393493041027,0.19326393949648862,1203613011.369675,3287768988.093471,4645154280.042284
197,0.055519025326375204,1.8677884417547213,0.00012102168581094083,0.2162100415812679,0.0118030469678016,1076327286.8775592,1956834920.5782273,2781104951.9443693
198,0.029039712927220875,2.138158072061403,0.00515421202142089,0.16478813303650164,0.14311029551688048,1059906231.7016902,1816069881.0372252,2444072960.097758
199,0.005389805276992817,2.144319477294366,0.011849231826361432,0.27536880145565945,0.16001690191106444,1187600068.453572,2653060293.138227,4129229327.602725
200,0.001,0.001,0.0017447275173843525,0.1978613289064985,0.2919136121181777,1035487858.0002062,1523358469.0945125,1774432833.4868765
201,0.05140762831997567,2.963697287189999,0.0021447636286948493,0.37340416922119585,0.05540053935212273,1255999845.5130198,3419501808.553225,4572376841.822808
